name: 🇨🇿 Czechia-8006 | avg_speed: 32.701 MB/s | delay: 17 ms
name: 🇮🇹 Italy-1189 | avg_speed: 1.990 MB/s | delay: 493 ms
name: 🏁 Relay-3859 | avg_speed: 1.133 MB/s | delay: 284 ms
name: 🇺🇸 USA-9231 | avg_speed: 0.829 MB/s | delay: 211 ms
name: 🇯🇵 Japan-3356 | avg_speed: 2.141 MB/s | delay: 534 ms
name: 🏁 Relay-9766 | avg_speed: 0.307 MB/s | delay: 86 ms
name: 🇳🇱 Netherlands-5967 | avg_speed: 2.883 MB/s | delay: 717 ms
name: 🇺🇸 USA-2909 | avg_speed: 0.385 MB/s | delay: 106 ms
name: 🇧🇬 Bulgaria-4156 | avg_speed: 2.274 MB/s | delay: 569 ms
name: 🇩🇪 Germany-3612 | avg_speed: 1.893 MB/s | delay: 476 ms
name: 🇮🇹 Italy-3930 | avg_speed: 1.243 MB/s | delay: 318 ms
name: 🏁 Relay-3244 | avg_speed: 2.452 MB/s | delay: 614 ms
name: 🏁 Relay-8700 | avg_speed: 2.702 MB/s | delay: 681 ms
name: 🇺🇸 USA-4047 | avg_speed: 0.911 MB/s | delay: 243 ms
name: 🇯🇵 Japan-5292 | avg_speed: 2.106 MB/s | delay: 539 ms
name: 🇺🇸 USA-3120 | avg_speed: 0.811 MB/s | delay: 223 ms
name: 🇯🇵 Japan-5231 | avg_speed: 2.073 MB/s | delay: 532 ms
name: 🇬🇧 UK-5260 | avg_speed: 1.586 MB/s | delay: 413 ms
name: 🇺🇸 USA-2296 | avg_speed: 1.527 MB/s | delay: 399 ms
name: 🇯🇵 Japan-4457 | avg_speed: 2.204 MB/s | delay: 565 ms
name: 🇬🇧 UK-2207 | avg_speed: 1.295 MB/s | delay: 346 ms
name: 🇬🇧 UK-2256 | avg_speed: 1.891 MB/s | delay: 492 ms
name: 🏁 Relay-6231 | avg_speed: 0.000 MB/s | delay: 31 ms
name: 🏁 Relay-8659 | avg_speed: 0.000 MB/s | delay: 31 ms
name: 🏁 Relay-5119 | avg_speed: 0.000 MB/s | delay: 31 ms
name: 🏁 Relay-9844 | avg_speed: 0.000 MB/s | delay: 31 ms
name: 🏁 Relay-4164 | avg_speed: 0.000 MB/s | delay: 31 ms
name: 🇺🇸 USA-2397 | avg_speed: 1.653 MB/s | delay: 436 ms
name: 🏁 Relay-9968 | avg_speed: 1.959 MB/s | delay: 511 ms
name: 🏁 Relay-7469 | avg_speed: 0.000 MB/s | delay: 32 ms
name: 🏁 Relay-3636 | avg_speed: 0.000 MB/s | delay: 32 ms
name: 🇲🇩 Moldova-1479 | avg_speed: 2.403 MB/s | delay: 620 ms
name: 🇬🇧 UK-3945 | avg_speed: 1.256 MB/s | delay: 340 ms
name: 🇳🇴 Norway-6817 | avg_speed: 1.906 MB/s | delay: 499 ms
name: 🏁 Relay-1647 | avg_speed: 0.000 MB/s | delay: 33 ms
name: 🏁 Relay-5064 | avg_speed: 0.000 MB/s | delay: 33 ms
name: 🏁 Relay-9765 | avg_speed: 0.000 MB/s | delay: 33 ms
name: 🏁 Relay-1658 | avg_speed: 0.000 MB/s | delay: 33 ms
name: 🏁 Relay-5449 | avg_speed: 0.000 MB/s | delay: 34 ms
name: 🏁 Relay-8150 | avg_speed: 0.000 MB/s | delay: 34 ms
name: 🏁 Relay-3091 | avg_speed: 0.000 MB/s | delay: 34 ms
name: 🏁 Relay-1158 | avg_speed: 0.000 MB/s | delay: 34 ms
name: 🏁 Relay-5207 | avg_speed: 0.000 MB/s | delay: 34 ms
name: 🇲🇩 Moldova-1477 | avg_speed: 1.978 MB/s | delay: 518 ms
name: 🏁 Relay-5280 | avg_speed: 0.000 MB/s | delay: 35 ms
name: 🏁 Relay-3250 | avg_speed: 0.000 MB/s | delay: 35 ms
name: 🏁 Relay-3369 | avg_speed: 0.000 MB/s | delay: 35 ms
name: 🏁 Relay-2377 | avg_speed: 0.000 MB/s | delay: 35 ms
name: 🏁 Relay-9344 | avg_speed: 0.000 MB/s | delay: 35 ms
name: 🏁 Relay-7627 | avg_speed: 0.000 MB/s | delay: 35 ms
name: 🏁 Relay-3913 | avg_speed: 0.000 MB/s | delay: 35 ms
name: 🏁 Relay-7940 | avg_speed: 0.000 MB/s | delay: 35 ms
name: 🇹🇷 Turkey-5538 | avg_speed: 2.202 MB/s | delay: 574 ms
name: 🏁 Relay-3079 | avg_speed: 0.000 MB/s | delay: 36 ms
name: 🏁 Relay-1692 | avg_speed: 0.000 MB/s | delay: 36 ms
name: 🏁 Relay-8678 | avg_speed: 0.000 MB/s | delay: 36 ms
name: 🏁 Relay-5693 | avg_speed: 0.000 MB/s | delay: 36 ms
name: 🏁 Relay-8072 | avg_speed: 0.000 MB/s | delay: 37 ms
name: 🏁 Relay-1870 | avg_speed: 0.000 MB/s | delay: 37 ms
name: 🏁 Relay-2360 | avg_speed: 0.000 MB/s | delay: 37 ms
name: 🏁 Relay-6613 | avg_speed: 0.000 MB/s | delay: 37 ms
name: 🏁 Relay-3438 | avg_speed: 0.000 MB/s | delay: 38 ms
name: 🏁 Relay-2717 | avg_speed: 0.000 MB/s | delay: 38 ms
name: 🏁 Relay-4864 | avg_speed: 0.000 MB/s | delay: 38 ms
name: 🏁 Relay-4156 | avg_speed: 0.000 MB/s | delay: 38 ms
name: 🇦🇹 Austria-1180 | avg_speed: 1.867 MB/s | delay: 495 ms
name: 🇰🇷 South-Korea-3908 | avg_speed: 1.579 MB/s | delay: 425 ms
name: 🏁 Relay-2576 | avg_speed: 0.000 MB/s | delay: 39 ms
name: 🏁 Relay-7140 | avg_speed: 0.000 MB/s | delay: 39 ms
name: 🏁 Relay-2454 | avg_speed: 0.000 MB/s | delay: 39 ms
name: 🏁 Relay-4274 | avg_speed: 0.000 MB/s | delay: 39 ms
name: 🏁 Relay-4684 | avg_speed: 0.000 MB/s | delay: 39 ms
name: 🏁 Relay-2269 | avg_speed: 0.000 MB/s | delay: 39 ms
name: 🏁 Relay-9219 | avg_speed: 0.000 MB/s | delay: 39 ms
name: 🇬🇧 UK-3835 | avg_speed: 1.237 MB/s | delay: 342 ms
name: 🏁 Relay-5772 | avg_speed: 0.000 MB/s | delay: 40 ms
name: 🏁 Relay-7635 | avg_speed: 0.000 MB/s | delay: 40 ms
name: 🏁 Relay-3136 | avg_speed: 0.000 MB/s | delay: 40 ms
name: 🇵🇱 Poland-6223 | avg_speed: 1.870 MB/s | delay: 498 ms
name: 🏁 Relay-3436 | avg_speed: 0.000 MB/s | delay: 41 ms
name: 🏁 Relay-1877 | avg_speed: 0.000 MB/s | delay: 41 ms
name: 🏁 Relay-6793 | avg_speed: 0.000 MB/s | delay: 41 ms
name: 🏁 Relay-1135 | avg_speed: 0.000 MB/s | delay: 41 ms
name: 🏁 Relay-9089 | avg_speed: 0.000 MB/s | delay: 41 ms
name: 🏁 Relay-3431 | avg_speed: 0.000 MB/s | delay: 41 ms
name: 🏁 Relay-5967 | avg_speed: 0.000 MB/s | delay: 41 ms
name: 🏁 Relay-7899 | avg_speed: 0.000 MB/s | delay: 41 ms
name: 🏁 Relay-1230 | avg_speed: 0.000 MB/s | delay: 41 ms
name: 🏁 Relay-4055 | avg_speed: 0.000 MB/s | delay: 41 ms
name: 🏁 Relay-6600 | avg_speed: 0.000 MB/s | delay: 42 ms
name: 🏁 Relay-6377 | avg_speed: 0.000 MB/s | delay: 42 ms
name: 🏁 Relay-9114 | avg_speed: 0.000 MB/s | delay: 42 ms
name: 🏁 Relay-6342 | avg_speed: 0.000 MB/s | delay: 42 ms
name: 🏁 Relay-1551 | avg_speed: 0.000 MB/s | delay: 42 ms
name: 🏁 Relay-5003 | avg_speed: 0.000 MB/s | delay: 42 ms
name: 🏁 Relay-8119 | avg_speed: 0.000 MB/s | delay: 42 ms
name: 🏁 Relay-7043 | avg_speed: 0.363 MB/s | delay: 131 ms
name: 🏁 Relay-1300 | avg_speed: 1.992 MB/s | delay: 530 ms
name: 🇮🇹 Italy-6147 | avg_speed: 1.962 MB/s | delay: 523 ms
name: 🏁 Relay-8207 | avg_speed: 0.000 MB/s | delay: 43 ms
name: 🏁 Relay-1794 | avg_speed: 0.000 MB/s | delay: 43 ms
name: 🏁 Relay-8026 | avg_speed: 0.000 MB/s | delay: 43 ms
name: 🏁 Relay-6532 | avg_speed: 0.000 MB/s | delay: 43 ms
name: 🏁 Relay-3499 | avg_speed: 0.000 MB/s | delay: 43 ms
name: 🏁 Relay-4917 | avg_speed: 0.000 MB/s | delay: 43 ms
name: 🏁 Relay-5376 | avg_speed: 0.000 MB/s | delay: 43 ms
name: 🏁 Relay-7048 | avg_speed: 0.000 MB/s | delay: 43 ms
name: 🏁 Relay-8931 | avg_speed: 0.000 MB/s | delay: 43 ms
name: 🏁 Relay-1482 | avg_speed: 0.000 MB/s | delay: 43 ms
name: 🏁 Relay-8778 | avg_speed: 0.000 MB/s | delay: 43 ms
name: 🏁 Relay-1050 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-4957 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-1011 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-2131 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-6719 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-6561 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-6095 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-8624 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-1358 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-7544 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-7649 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-8913 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-7710 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-7465 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-8658 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-5621 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-6213 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-9385 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-4706 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-8838 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-5958 | avg_speed: 0.000 MB/s | delay: 44 ms
name: 🏁 Relay-8702 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-4056 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-7703 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-8712 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-2661 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-1731 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-3739 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-3824 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-1185 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-2294 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-5580 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-3180 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-7046 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-1098 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-3520 | avg_speed: 0.000 MB/s | delay: 45 ms
name: 🏁 Relay-4332 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-1096 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-2064 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-9322 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-2362 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-8581 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-4355 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🇳🇱 Netherlands-8310 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-6403 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-6253 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-5739 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-1275 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-2982 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-3972 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-3701 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-8175 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-1619 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-1696 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-9240 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-5022 | avg_speed: 0.000 MB/s | delay: 46 ms
name: 🏁 Relay-5800 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-6177 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-8048 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-4330 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-9033 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-5845 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-2132 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-5562 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-2414 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-4396 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-1919 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-5104 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-1721 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-1446 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-8235 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-2847 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-3078 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-6943 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-7998 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-5904 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-4908 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-8702 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🏁 Relay-1659 | avg_speed: 0.000 MB/s | delay: 47 ms
name: 🇺🇸 USA-5140 | avg_speed: 1.064 MB/s | delay: 308 ms
name: 🏁 Relay-3999 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-7925 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-8735 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🇲🇭 Marshall-Islands-4167 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-3065 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-8818 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-2252 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-9042 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-3804 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-3308 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-9697 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-2092 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-1671 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-4581 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-9348 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-9374 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-1666 | avg_speed: 0.000 MB/s | delay: 48 ms
name: 🏁 Relay-9159 | avg_speed: 1.930 MB/s | delay: 521 ms
name: 🏁 Relay-4879 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-2590 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-7624 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🇬🇧 UK-8655 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-2143 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-7103 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-9435 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-8031 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-7974 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-8098 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-5906 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-3002 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-1748 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-5858 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-7969 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-6894 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-6086 | avg_speed: 0.000 MB/s | delay: 49 ms
name: 🏁 Relay-2983 | avg_speed: 1.427 MB/s | delay: 399 ms
name: 🏁 Relay-7759 | avg_speed: 0.000 MB/s | delay: 50 ms
name: 🇯🇴 Jordan-7853 | avg_speed: 0.000 MB/s | delay: 50 ms
name: 🏁 Relay-1894 | avg_speed: 0.000 MB/s | delay: 50 ms
name: 🏁 Relay-4135 | avg_speed: 0.000 MB/s | delay: 50 ms
name: 🏁 Relay-6903 | avg_speed: 0.000 MB/s | delay: 50 ms
name: 🏁 Relay-1222 | avg_speed: 0.000 MB/s | delay: 50 ms
name: 🏁 Relay-7492 | avg_speed: 0.000 MB/s | delay: 50 ms
name: 🏁 Relay-2938 | avg_speed: 0.000 MB/s | delay: 50 ms
name: 🏁 Relay-7486 | avg_speed: 0.000 MB/s | delay: 50 ms
name: 🏁 Relay-3294 | avg_speed: 0.000 MB/s | delay: 50 ms
name: 🏁 Relay-4840 | avg_speed: 0.000 MB/s | delay: 50 ms
name: 🏁 Relay-1727 | avg_speed: 0.000 MB/s | delay: 50 ms
name: 🏁 Relay-8860 | avg_speed: 0.000 MB/s | delay: 50 ms
name: 🏁 Relay-7970 | avg_speed: 0.000 MB/s | delay: 50 ms
name: 🇬🇧 UK-3266 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🏁 Relay-3408 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🇦🇺 Australia-2795 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🏁 Relay-7555 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🏁 Relay-1206 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🏁 Relay-4163 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🏁 Relay-4460 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🏁 Relay-5357 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🏁 Relay-6819 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🏁 Relay-1068 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🏁 Relay-7763 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🏁 Relay-6049 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🏁 Relay-9316 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🏁 Relay-5036 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🏁 Relay-4709 | avg_speed: 0.000 MB/s | delay: 51 ms
name: 🏁 Relay-5420 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🏁 Relay-4725 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🏁 Relay-3897 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🏁 Relay-1437 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🇬🇧 UK-1766 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🏁 Relay-3959 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🏁 Relay-2042 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🏁 Relay-4618 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🏁 Relay-6191 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🏁 Relay-4959 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🏁 Relay-9858 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🏁 Relay-3824 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🏁 Relay-6431 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🏁 Relay-5989 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🏁 Relay-6353 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🏁 Relay-1779 | avg_speed: 0.000 MB/s | delay: 52 ms
name: 🇩🇪 Germany-6253 | avg_speed: 0.797 MB/s | delay: 247 ms
name: 🇳🇱 Netherlands-4068 | avg_speed: 1.735 MB/s | delay: 477 ms
name: 🏁 Relay-2022 | avg_speed: 0.000 MB/s | delay: 53 ms
name: 🏁 Relay-9056 | avg_speed: 0.000 MB/s | delay: 53 ms
name: 🏁 Relay-5660 | avg_speed: 0.000 MB/s | delay: 53 ms
name: 🏁 Relay-1032 | avg_speed: 0.000 MB/s | delay: 53 ms
name: 🏁 Relay-7806 | avg_speed: 0.000 MB/s | delay: 53 ms
name: 🏁 Relay-1909 | avg_speed: 0.000 MB/s | delay: 53 ms
name: 🏁 Relay-1723 | avg_speed: 0.000 MB/s | delay: 53 ms
name: 🏁 Relay-8218 | avg_speed: 0.000 MB/s | delay: 53 ms
name: 🏁 Relay-6376 | avg_speed: 0.000 MB/s | delay: 53 ms
name: 🏁 Relay-6283 | avg_speed: 0.000 MB/s | delay: 53 ms
name: 🏁 Relay-7012 | avg_speed: 0.000 MB/s | delay: 53 ms
name: 🇧🇬 Bulgaria-1394 | avg_speed: 2.070 MB/s | delay: 560 ms
name: 🏁 Relay-4017 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-5450 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-2884 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-6710 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-7516 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-9191 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-5376 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-3274 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-9396 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-8733 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-7693 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-6456 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-7526 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-7328 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-2230 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-7835 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-7255 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-1604 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-3104 | avg_speed: 0.000 MB/s | delay: 54 ms
name: 🏁 Relay-2895 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-6581 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-7158 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-7365 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-1310 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-1922 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-1879 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-8801 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-5609 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-5018 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-1293 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-5963 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-2849 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-9671 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-9550 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-1786 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-6061 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🇬🇧 UK-1277 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🏁 Relay-4316 | avg_speed: 0.000 MB/s | delay: 55 ms
name: 🇪🇪 Estonia-1076 | avg_speed: 2.132 MB/s | delay: 577 ms
name: 🏁 Relay-3916 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-1462 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-9820 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-5601 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-1837 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-9408 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-8311 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-5758 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-5688 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-2525 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-4210 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-7411 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-7220 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-2507 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-5995 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-7636 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-6933 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-2419 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-9523 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-3222 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-2415 | avg_speed: 0.000 MB/s | delay: 56 ms
name: 🏁 Relay-4559 | avg_speed: 0.000 MB/s | delay: 56 ms
